4	224	1024	0	64	192
4	224	1216	0	64	192
4	224	1408	0	64	192
4	224	1600	0	64	192
4	224	1792	0	64	192


4	480	0	0	32	192
4	480	192	0	32	192
4	480	384	0	32	192
4	480	576	0	32	192
4	480	768	0	32	192
4	480	960	0	32	192
4	480	1152	0	32	192
4	480	1344	0	32	192
4	480	1536	0	32	192
4	480	1728	0	32	192
4	480	1920	0	32	64


50	368	912	0	16	16	1
